title,revenue,budget,genres,imdbRating,BoxOffice
The Quick and the Dead,18552460.0,32000000,"Action, Western",6.5,"$18,636,537"
The Quick and the Dead,18552460.0,32000000,"Action, Western",6.5,"$18,636,537"
The Quick and the Dead,18552460.0,32000000,"Action, Western",6.5,"$18,636,537"
Roommates,12400000.0,22000000,"Drama, Comedy",6.4,"$12,096,881"
Roommates,12400000.0,22000000,"Drama, Comedy",6.4,"$12,096,881"
Three Colors: Red,0.0,0,"Drama, Mystery, Romance",8.1,"$3,581,969"
Three Colors: Red,0.0,0,"Drama, Mystery, Romance",8.1,"$3,581,969"
Three Colors: Red,0.0,0,"Drama, Mystery, Romance",8.1,"$3,581,969"
Three Colors: Blue,0.0,0,"Drama, Music, Mystery",7.8,"$1,324,974"
Three Colors: Blue,0.0,0,"Drama, Music, Mystery",7.8,"$1,324,974"
Three Colors: Blue,0.0,0,"Drama, Music, Mystery",7.8,"$1,324,974"
Three Colors: White,0.0,0,"Comedy, Drama, Mystery",7.6,"$1,237,219"
Three Colors: White,0.0,0,"Comedy, Drama, Mystery",7.6,"$1,237,219"
Three Colors: White,0.0,0,"Comedy, Drama, Mystery",7.6,"$1,237,219"
Rent-a-Kid,0.0,0,"Comedy, Family, TV Movie",5.4,N/A
Rent-a-Kid,0.0,0,"Comedy, Family, TV Movie",5.4,N/A
Rent-a-Kid,0.0,0,"Comedy, Family, TV Movie",5.4,N/A
Relative Fear,0.0,0,"Horror, Drama",5.5,N/A
Relative Fear,0.0,0,"Horror, Drama",5.5,N/A
Relative Fear,0.0,0,"Horror, Drama",5.5,N/A
Stuart Saves His Family,0.0,0,"Comedy, Drama",5.3,"$912,082"
Stuart Saves His Family,0.0,0,"Comedy, Drama",5.3,"$912,082"
The Swan Princess,9771658.0,35000000,Animation,6.4,"$9,771,658"
The Swan Princess,9771658.0,35000000,Animation,6.4,"$9,771,658"
The Swan Princess,9771658.0,35000000,Animation,6.4,"$9,771,658"
The Secret of Roan Inish,0.0,0,"Drama, Family, Fantasy",7.4,"$6,159,269"
The Secret of Roan Inish,0.0,0,"Drama, Family, Fantasy",7.4,"$6,159,269"
The Secret of Roan Inish,0.0,0,"Drama, Family, Fantasy",7.4,"$6,159,269"
The Specialist,170362582.0,45000000,"Action, Thriller",5.6,"$57,362,582"
The Specialist,170362582.0,45000000,"Action, Thriller",5.6,"$57,362,582"
The Specialist,170362582.0,45000000,"Action, Thriller",5.6,"$57,362,582"
Stargate,196567262.0,55000000,"Action, Adventure, Science Fiction",7.0,"$71,567,262"
Stargate,196567262.0,55000000,"Action, Adventure, Science Fiction",7.0,"$71,567,262"
Stargate,196567262.0,55000000,"Action, Adventure, Science Fiction",7.0,"$71,567,262"
The Santa Clause,189833357.0,22000000,"Fantasy, Drama, Comedy, Family",6.6,"$145,539,357"
The Santa Clause,189833357.0,22000000,"Fantasy, Drama, Comedy, Family",6.6,"$145,539,357"
The Santa Clause,189833357.0,22000000,"Fantasy, Drama, Comedy, Family",6.6,"$145,539,357"
The Shawshank Redemption,28341469.0,25000000,"Drama, Crime",9.3,"$28,767,189"
Shallow Grave,0.0,0,"Crime, Thriller",7.2,"$2,079,569"
Shallow Grave,0.0,0,"Crime, Thriller",7.2,"$2,079,569"
Shallow Grave,0.0,0,"Crime, Thriller",7.2,"$2,079,569"
Suture,102780.0,0,"Drama, Thriller",6.5,"$102,780"
Suture,102780.0,0,"Drama, Thriller",6.5,"$102,780"
Swimming with Sharks,0.0,0,"Crime, Comedy",7.0,"$382,928"
Swimming with Sharks,0.0,0,"Crime, Comedy",7.0,"$382,928"
The Sum of Us,0.0,32,"Comedy, Drama, Romance",7.3,"$766,464"
The Sum of Us,0.0,32,"Comedy, Drama, Romance",7.3,"$766,464"
Senior Trip,0.0,0,Comedy,4.4,N/A
Senior Trip,0.0,0,Comedy,4.4,N/A
To Live,0.0,0,"Drama, Romance, War",8.3,"$2,332,728"
To Live,0.0,0,"Drama, Romance, War",8.3,"$2,332,728"
Tank Girl,4064495.0,25000000,"Action, Comedy, Fantasy, Science Fiction",5.4,"$4,064,495"
Tank Girl,4064495.0,25000000,"Action, Comedy, Fantasy, Science Fiction",5.4,"$4,064,495"
Tank Girl,4064495.0,25000000,"Action, Comedy, Fantasy, Science Fiction",5.4,"$4,064,495"
Tales from the Crypt: Demon Knight,0.0,0,"Horror, Comedy, Thriller",6.7,"$21,089,146"
Tales from the Crypt: Demon Knight,0.0,0,"Horror, Comedy, Thriller",6.7,"$21,089,146"
Tales from the Crypt: Demon Knight,0.0,0,"Horror, Comedy, Thriller",6.7,"$21,089,146"
Star Trek: Generations,120000000.0,38000000,"Science Fiction, Action, Adventure, Thriller",6.6,"$75,671,125"
Star Trek: Generations,120000000.0,38000000,"Science Fiction, Action, Adventure, Thriller",6.6,"$75,671,125"
Star Trek: Generations,120000000.0,38000000,"Science Fiction, Action, Adventure, Thriller",6.6,"$75,671,125"
Tales from the Hood,12000000.0,6000000,"Crime, Horror, Thriller",6.5,"$11,837,928"
Tales from the Hood,12000000.0,6000000,"Crime, Horror, Thriller",6.5,"$11,837,928"
Tales from the Hood,12000000.0,6000000,"Crime, Horror, Thriller",6.5,"$11,837,928"
Village of the Damned,0.0,0,"Thriller, Horror, Science Fiction",5.6,"$9,418,365"
Village of the Damned,0.0,0,"Thriller, Horror, Science Fiction",5.6,"$9,418,365"
Village of the Damned,0.0,0,"Thriller, Horror, Science Fiction",5.6,"$9,418,365"
Tommy Boy,32648673.0,0,Comedy,7.1,"$32,679,899"
Tommy Boy,32648673.0,0,Comedy,7.1,"$32,679,899"
Vanya on 42nd Street,0.0,0,"Drama, Romance",7.3,"$1,746,050"
Vanya on 42nd Street,0.0,0,"Drama, Romance",7.3,"$1,746,050"
Vanya on 42nd Street,0.0,0,"Drama, Romance",7.3,"$1,746,050"
The Underneath,0.0,6500000,"Thriller, Crime",6.1,"$536,023"
The Underneath,0.0,6500000,"Thriller, Crime",6.1,"$536,023"
The Walking Dead,0.0,0,"Drama, War",8.1,
The Walking Dead,0.0,0,"Drama, War",8.1,
The Walking Dead,0.0,0,"Drama, War",8.1,
What's Eating Gilbert Grape,10032765.0,11000000,"Romance, Drama",7.7,"$10,032,765"
Virtuosity,24048000.0,30000000,"Action, Crime, Science Fiction, Thriller",5.5,"$24,047,675"
Virtuosity,24048000.0,30000000,"Action, Crime, Science Fiction, Thriller",5.5,"$24,047,675"
Virtuosity,24048000.0,30000000,"Action, Crime, Science Fiction, Thriller",5.5,"$24,047,675"
While You Were Sleeping,182057016.0,17000000,"Comedy, Drama, Romance",6.8,"$81,057,016"
While You Were Sleeping,182057016.0,17000000,"Comedy, Drama, Romance",6.8,"$81,057,016"
While You Were Sleeping,182057016.0,17000000,"Comedy, Drama, Romance",6.8,"$81,057,016"
The War,0.0,0,Drama,6.8,"$16,928,556"
The War,0.0,0,Drama,6.8,"$16,928,556"
The War,0.0,0,Drama,6.8,"$16,928,556"
Double Happiness,759393.0,0,"Comedy, Romance",7.1,"$759,393"
Double Happiness,759393.0,0,"Comedy, Romance",7.1,"$759,393"
Muriel's Wedding,15119639.0,3000000,"Drama, Comedy, Romance",7.3,"$15,119,639"
Muriel's Wedding,15119639.0,3000000,"Drama, Comedy, Romance",7.3,"$15,119,639"
The Baby-Sitters Club,0.0,0,"Comedy, Drama, Family",5.7,"$9,685,976"
The Baby-Sitters Club,0.0,0,"Comedy, Drama, Family",5.7,"$9,685,976"
The Baby-Sitters Club,0.0,0,"Comedy, Drama, Family",5.7,"$9,685,976"
Ace Ventura: Pet Detective,107217396.0,15000000,"Comedy, Mystery",6.9,"$72,217,396"
"The Adventures of Priscilla, Queen of the Desert",11220670.0,0,"Drama, Comedy",7.5,"$11,220,670"
"The Adventures of Priscilla, Queen of the Desert",11220670.0,0,"Drama, Comedy",7.5,"$11,220,670"
Backbeat,0.0,0,"Drama, Music",6.6,"$2,392,589"
Backbeat,0.0,0,"Drama, Music",6.6,"$2,392,589"
Backbeat,0.0,0,"Drama, Music",6.6,"$2,392,589"
Bitter Moon,1862805.0,5000000,"Thriller, Drama, Romance",7.2,"$1,862,805"
Bitter Moon,1862805.0,5000000,"Thriller, Drama, Romance",7.2,"$1,862,805"
Bitter Moon,1862805.0,5000000,"Thriller, Drama, Romance",7.2,"$1,862,805"
Bullets Over Broadway,0.0,0,"Action, Comedy, Thriller",7.4,"$13,383,747"
Bullets Over Broadway,0.0,0,"Action, Comedy, Thriller",7.4,"$13,383,747"
Clear and Present Danger,215887717.0,62000000,"Action, Drama, Thriller",6.9,"$122,187,717"
Clear and Present Danger,215887717.0,62000000,"Action, Drama, Thriller",6.9,"$122,187,717"
Clear and Present Danger,215887717.0,62000000,"Action, Drama, Thriller",6.9,"$122,187,717"
The Client,117615211.0,45000000,"Drama, Thriller, Crime, Mystery",6.7,"$92,115,211"
The Client,117615211.0,45000000,"Drama, Thriller, Crime, Mystery",6.7,"$92,115,211"
The Client,117615211.0,45000000,"Drama, Thriller, Crime, Mystery",6.7,"$92,115,211"
"Corrina, Corrina",0.0,0,"Comedy, Drama, Family, Romance",6.6,"$20,164,171"
"Corrina, Corrina",0.0,0,"Comedy, Drama, Family, Romance",6.6,"$20,164,171"
"Corrina, Corrina",0.0,0,"Comedy, Drama, Family, Romance",6.6,"$20,164,171"
Crooklyn,0.0,0,"Comedy, Drama",7.0,"$13,642,861"
Crooklyn,0.0,0,"Comedy, Drama",7.0,"$13,642,861"
The Crow,94000000.0,15000000,"Fantasy, Action, Thriller",7.5,"$50,693,129"
The Crow,94000000.0,15000000,"Fantasy, Action, Thriller",7.5,"$50,693,129"
The Crow,94000000.0,15000000,"Fantasy, Action, Thriller",7.5,"$50,693,129"
Cobb,1007583.0,0,Drama,6.4,"$1,007,583"
Cobb,1007583.0,0,Drama,6.4,"$1,007,583"
Cobb,1007583.0,0,Drama,6.4,"$1,007,583"
The Flintstones,341631208.0,46000000,"Fantasy, Comedy, Family",5.0,"$130,531,208"
The Flintstones,341631208.0,46000000,"Fantasy, Comedy, Family",5.0,"$130,531,208"
The Flintstones,341631208.0,46000000,"Fantasy, Comedy, Family",5.0,"$130,531,208"
Forrest Gump,677945399.0,55000000,"Comedy, Drama, Romance",8.8,"$330,455,270"
Forrest Gump,677945399.0,55000000,"Comedy, Drama, Romance",8.8,"$330,455,270"
Four Weddings and a Funeral,254700832.0,6000000,"Comedy, Drama, Romance",7.1,"$52,700,832"
Four Weddings and a Funeral,254700832.0,6000000,"Comedy, Drama, Romance",7.1,"$52,700,832"
Four Weddings and a Funeral,254700832.0,6000000,"Comedy, Drama, Romance",7.1,"$52,700,832"
Higher Learning,38290723.0,0,"Romance, Drama, Crime",6.5,"$38,290,723"
Higher Learning,38290723.0,0,"Romance, Drama, Crime",6.5,"$38,290,723"
Higher Learning,38290723.0,0,"Romance, Drama, Crime",6.5,"$38,290,723"
I Like It Like That,1777020.0,0,"Comedy, Drama, Romance",6.7,"$1,760,527"
I Like It Like That,1777020.0,0,"Comedy, Drama, Romance",6.7,"$1,760,527"
I Like It Like That,1777020.0,0,"Comedy, Drama, Romance",6.7,"$1,760,527"
I Love Trouble,61947267.0,45000000,"Action, Comedy, Romance",5.3,"$30,806,194"
I Love Trouble,61947267.0,45000000,"Action, Comedy, Romance",5.3,"$30,806,194"
I Love Trouble,61947267.0,45000000,"Action, Comedy, Romance",5.3,"$30,806,194"
It Could Happen to You,0.0,0,"Comedy, Drama, Romance",6.4,"$37,939,757"
It Could Happen to You,0.0,0,"Comedy, Drama, Romance",6.4,"$37,939,757"
It Could Happen to You,0.0,0,"Comedy, Drama, Romance",6.4,"$37,939,757"
The Jungle Book,0.0,0,"Adventure, Drama, Family",7.3,"$364,001,123"
The Jungle Book,0.0,0,"Adventure, Drama, Family",7.3,"$364,001,123"
The Jungle Book,0.0,0,"Adventure, Drama, Family",7.3,"$364,001,123"
"The Wonderful, Horrible Life of Leni Riefenstahl",449707.0,0,"Documentary, Foreign",8.0,"$449,707"
"The Wonderful, Horrible Life of Leni Riefenstahl",449707.0,0,"Documentary, Foreign",8.0,"$449,707"
"The Wonderful, Horrible Life of Leni Riefenstahl",449707.0,0,"Documentary, Foreign",8.0,"$449,707"
The Lion King,788241776.0,45000000,"Family, Animation, Drama",8.5,"$424,979,720"
The Lion King,788241776.0,45000000,"Family, Animation, Drama",8.5,"$424,979,720"
The Lion King,788241776.0,45000000,"Family, Animation, Drama",8.5,"$424,979,720"
Little Buddha,4858139.0,35000000,"Drama, History",6.1,"$4,858,139"
New Nightmare,18090181.0,14000000,"Horror, Thriller, Mystery, Fantasy",6.4,"$18,090,181"
New Nightmare,18090181.0,14000000,"Horror, Thriller, Mystery, Fantasy",6.4,"$18,090,181"
New Nightmare,18090181.0,14000000,"Horror, Thriller, Mystery, Fantasy",6.4,"$18,090,181"
The Mask,351583407.0,23000000,"Romance, Comedy, Crime, Fantasy",7.0,"$119,938,730"
The Mask,351583407.0,23000000,"Romance, Comedy, Crime, Fantasy",7.0,"$119,938,730"
The Mask,351583407.0,23000000,"Romance, Comedy, Crime, Fantasy",7.0,"$119,938,730"
Maverick,0.0,0,"Action, Adventure, Comedy, Drama, Western",7.0,"$101,631,272"
Maverick,0.0,0,"Action, Adventure, Comedy, Drama, Western",7.0,"$101,631,272"
Maverick,0.0,0,"Action, Adventure, Comedy, Drama, Western",7.0,"$101,631,272"
Mrs. Parker and the Vicious Circle,0.0,0,Drama,6.4,"$2,144,667"
Mrs. Parker and the Vicious Circle,0.0,0,Drama,6.4,"$2,144,667"
The Paper,0.0,6000000,"Comedy, Drama",6.7,"$38,824,341"
The Paper,0.0,6000000,"Comedy, Drama",6.7,"$38,824,341"
Reality Bites,20079850.0,11500000,Drama,6.6,"$20,982,557"
Reality Bites,20079850.0,11500000,Drama,6.6,"$20,982,557"
Reality Bites,20079850.0,11500000,Drama,6.6,"$20,982,557"
Red Rock West,2000000.0,8000000,"Crime, Drama, Thriller",7.0,"$2,502,551"
Red Rock West,2000000.0,8000000,"Crime, Drama, Thriller",7.0,"$2,502,551"
Red Rock West,2000000.0,8000000,"Crime, Drama, Thriller",7.0,"$2,502,551"
Ri¢hie Ri¢h,0.0,40000000,"Comedy, Family",6.0,
Ri¢hie Ri¢h,0.0,40000000,"Comedy, Family",6.0,
Ri¢hie Ri¢h,0.0,40000000,"Comedy, Family",6.0,
Safe Passage,0.0,0,Drama,6.3,"$1,618,282"
The River Wild,0.0,45000000,"Action, Adventure, Crime, Thriller",6.5,"$46,816,343"
The River Wild,0.0,45000000,"Action, Adventure, Crime, Thriller",6.5,"$46,816,343"
The River Wild,0.0,45000000,"Action, Adventure, Crime, Thriller",6.5,"$46,816,343"
Speed,350448145.0,30000000,"Action, Adventure, Crime",7.3,"$121,248,145"
Speed,350448145.0,30000000,"Action, Adventure, Crime",7.3,"$121,248,145"
Speed,350448145.0,30000000,"Action, Adventure, Crime",7.3,"$121,248,145"
Speechless,0.0,0,"Comedy, Romance",7.6,
Timecop,101646581.0,27000000,"Thriller, Science Fiction, Action, Crime",5.9,"$44,853,581"
Timecop,101646581.0,27000000,"Thriller, Science Fiction, Action, Crime",5.9,"$44,853,581"
Timecop,101646581.0,27000000,"Thriller, Science Fiction, Action, Crime",5.9,"$44,853,581"
True Lies,378882411.0,115000000,"Action, Thriller",7.3,"$146,282,411"
True Lies,378882411.0,115000000,"Action, Thriller",7.3,"$146,282,411"
True Lies,378882411.0,115000000,"Action, Thriller",7.3,"$146,282,411"
When a Man Loves a Woman,50021959.0,0,"Drama, Romance",6.6,"$50,021,959"
When a Man Loves a Woman,50021959.0,0,"Drama, Romance",6.6,"$50,021,959"
Wolf,0.0,0,Fantasy,6.3,"$65,002,597"
Wolf,0.0,0,Fantasy,6.3,"$65,002,597"
Wolf,0.0,0,Fantasy,6.3,"$65,002,597"
Wyatt Earp,25052000.0,63000000,"Drama, Action, Western",6.7,"$25,052,000"
Wyatt Earp,25052000.0,63000000,"Drama, Action, Western",6.7,"$25,052,000"
Wyatt Earp,25052000.0,63000000,"Drama, Action, Western",6.7,"$25,052,000"
Bad Company,0.0,0,"Action, Crime, Romance, Thriller",5.6,"$30,160,161"
Bad Company,0.0,0,"Action, Crime, Romance, Thriller",5.6,"$30,160,161"
Bad Company,0.0,0,"Action, Crime, Romance, Thriller",5.6,"$30,160,161"
A Man of No Importance,953.0,0,"Comedy, Drama",6.7,"$920,916"
A Man of No Importance,953.0,0,"Comedy, Drama",6.7,"$920,916"
S.F.W.,0.0,0,"Comedy, Drama",5.7,"$63,513"
S.F.W.,0.0,0,"Comedy, Drama",5.7,"$63,513"
A Low Down Dirty Shame,29392418.0,10000000,"Action, Comedy, Crime",5.9,"$29,392,418"
A Low Down Dirty Shame,29392418.0,10000000,"Action, Comedy, Crime",5.9,"$29,392,418"
A Low Down Dirty Shame,29392418.0,10000000,"Action, Comedy, Crime",5.9,"$29,392,418"
"Boys Life: Three Stories of Love, Lust, and Liberation",0.0,0,Drama,7.3,"$625,423"
Colonel Chabert,0.0,0,Drama,6.9,"$464,284"
Colonel Chabert,0.0,0,Drama,6.9,"$464,284"
Colonel Chabert,0.0,0,Drama,6.9,"$464,284"
"Faster, Pussycat! Kill! Kill!",0.0,45000,"Action, Crime",6.6,N/A
"Faster, Pussycat! Kill! Kill!",0.0,45000,"Action, Crime",6.6,N/A
Jason's Lyric,20851521.0,7000000,"Crime, Drama, Romance",6.6,"$20,851,521"
Jason's Lyric,20851521.0,7000000,"Crime, Drama, Romance",6.6,"$20,851,521"
Jason's Lyric,20851521.0,7000000,"Crime, Drama, Romance",6.6,"$20,851,521"
The Secret Adventures of Tom Thumb,0.0,0,"Animation, Science Fiction",7.2,"$70,441"
The Secret Adventures of Tom Thumb,0.0,0,"Animation, Science Fiction",7.2,"$70,441"
The Secret Adventures of Tom Thumb,0.0,0,"Animation, Science Fiction",7.2,"$70,441"
Street Fighter,99423521.0,35000000,"Action, Adventure, Thriller",4.1,"$33,423,521"
Street Fighter,99423521.0,35000000,"Action, Adventure, Thriller",4.1,"$33,423,521"
Street Fighter,99423521.0,35000000,"Action, Adventure, Thriller",4.1,"$33,423,521"
Coldblooded,0.0,0,"Action, Comedy",6.7,"$16,198"
Coldblooded,0.0,0,"Action, Comedy",6.7,"$16,198"
Coldblooded,0.0,0,"Action, Comedy",6.7,"$16,198"
Desert Winds,0.0,0,,5.7,N/A
Desert Winds,0.0,0,,5.7,N/A
Desert Winds,0.0,0,,5.7,N/A
Fall Time,0.0,0,"Action, Adventure, Crime, Drama, Thriller",5.3,N/A
Fall Time,0.0,0,"Action, Adventure, Crime, Drama, Thriller",5.3,N/A
The Fear,0.0,0,"Horror, Thriller",3.9,N/A
Frank and Ollie,0.0,0,Documentary,7.6,N/A
Girl in the Cadillac,0.0,0,"Romance, Adventure, Crime, Drama",4.8,N/A
Girl in the Cadillac,0.0,0,"Romance, Adventure, Crime, Drama",4.8,N/A
Girl in the Cadillac,0.0,0,"Romance, Adventure, Crime, Drama",4.8,N/A
Homage,0.0,0,"Thriller, Drama",5.6,N/A
Homage,0.0,0,"Thriller, Drama",5.6,N/A
Homage,0.0,0,"Thriller, Drama",5.6,N/A
Mirage,0.0,0,"Action, Thriller",7.4,N/A
Mirage,0.0,0,"Action, Thriller",7.4,N/A
Mirage,0.0,0,"Action, Thriller",7.4,N/A
Open Season,0.0,0,Comedy,6.1,"$85,105,259"
Open Season,0.0,0,Comedy,6.1,"$85,105,259"
Open Season,0.0,0,Comedy,6.1,"$85,105,259"
Brother Minister: The Assassination of Malcolm X,0.0,0,Documentary,7.3,"$41,430"
Highlander: The Final Dimension,36800000.0,26000000,"Action, Fantasy, Science Fiction",4.5,"$12,303,080"
Highlander: The Final Dimension,36800000.0,26000000,"Action, Fantasy, Science Fiction",4.5,"$12,303,080"
Highlander: The Final Dimension,36800000.0,26000000,"Action, Fantasy, Science Fiction",4.5,"$12,303,080"
Federal Hill,0.0,0,,6.3,"$514,775"
Federal Hill,0.0,0,,6.3,"$514,775"
In the Mouth of Madness,8946600.0,8000000,"Horror, Mystery, Thriller",7.1,"$8,924,549"
In the Mouth of Madness,8946600.0,8000000,"Horror, Mystery, Thriller",7.1,"$8,924,549"
In the Mouth of Madness,8946600.0,8000000,"Horror, Mystery, Thriller",7.1,"$8,924,549"
8 Seconds,0.0,0,"Drama, Romance",6.6,"$19,623,396"
8 Seconds,0.0,0,"Drama, Romance",6.6,"$19,623,396"
8 Seconds,0.0,0,"Drama, Romance",6.6,"$19,623,396"
Above the Rim,0.0,0,"Crime, Drama",6.6,"$16,192,320"
Above the Rim,0.0,0,"Crime, Drama",6.6,"$16,192,320"
Above the Rim,0.0,0,"Crime, Drama",6.6,"$16,192,320"
Addams Family Values,48919043.0,0,"Comedy, Family, Fantasy",6.9,"$48,919,043"
Addams Family Values,48919043.0,0,"Comedy, Family, Fantasy",6.9,"$48,919,043"
Martin Lawrence: You So Crazy,0.0,0,Comedy,6.6,"$10,184,701"
Martin Lawrence: You So Crazy,0.0,0,Comedy,6.6,"$10,184,701"
The Age of Innocence,32255440.0,34000000,"Drama, Romance",7.2,"$32,255,440"
The Age of Innocence,32255440.0,34000000,"Drama, Romance",7.2,"$32,255,440"
Airheads,0.0,0,"Comedy, Crime, Music",6.2,"$5,751,882"
Airheads,0.0,0,"Comedy, Crime, Music",6.2,"$5,751,882"
Airheads,0.0,0,"Comedy, Crime, Music",6.2,"$5,751,882"
The Air Up There,21011500.0,17080000,"Comedy, Family",5.6,"$21,011,318"
The Air Up There,21011500.0,17080000,"Comedy, Family",5.6,"$21,011,318"
The Air Up There,21011500.0,17080000,"Comedy, Family",5.6,"$21,011,318"
Another Stakeout,0.0,0,"Action, Comedy",5.6,"$20,208,496"
Another Stakeout,0.0,0,"Action, Comedy",5.6,"$20,208,496"
Bad Girls,15240435.0,0,"Action, Adventure, Comedy, Drama, Western",5.2,"$15,240,435"
Bad Girls,15240435.0,0,"Action, Adventure, Comedy, Drama, Western",5.2,"$15,240,435"
Bad Girls,15240435.0,0,"Action, Adventure, Comedy, Drama, Western",5.2,"$15,240,435"
Barcelona,0.0,3200000,"Comedy, Drama, Romance",7.0,"$7,266,973"
Barcelona,0.0,3200000,"Comedy, Drama, Romance",7.0,"$7,266,973"
Barcelona,0.0,3200000,"Comedy, Drama, Romance",7.0,"$7,266,973"
Being Human,0.0,40000000,"Drama, Comedy, Fantasy",7.8,
Being Human,0.0,40000000,"Drama, Comedy, Fantasy",7.8,
Being Human,0.0,40000000,"Drama, Comedy, Fantasy",7.8,
The Beverly Hillbillies,0.0,0,Comedy,5.0,"$44,029,386"
The Beverly Hillbillies,0.0,0,Comedy,5.0,"$44,029,386"
Beverly Hills Cop III,119208989.0,50000000,"Action, Comedy, Crime",5.5,"$42,614,912"
Beverly Hills Cop III,119208989.0,50000000,"Action, Comedy, Crime",5.5,"$42,614,912"
Beverly Hills Cop III,119208989.0,50000000,"Action, Comedy, Crime",5.5,"$42,614,912"
Black Beauty,0.0,0,"Action, Adventure, Drama, Family",6.6,"$4,630,377"
Black Beauty,0.0,0,"Action, Adventure, Drama, Family",6.6,"$4,630,377"
Black Beauty,0.0,0,"Action, Adventure, Drama, Family",6.6,"$4,630,377"
Blink,16668552.0,0,"Mystery, Crime, Drama, Thriller",6.2,"$16,696,219"
Blink,16668552.0,0,"Mystery, Crime, Drama, Thriller",6.2,"$16,696,219"
Blink,16668552.0,0,"Mystery, Crime, Drama, Thriller",6.2,"$16,696,219"
Blown Away,30156002.0,0,"Drama, Action, Thriller",6.2,"$30,156,002"
Blown Away,30156002.0,0,"Drama, Action, Thriller",6.2,"$30,156,002"
Blown Away,30156002.0,0,"Drama, Action, Thriller",6.2,"$30,156,002"
Blue Chips,0.0,0,Drama,6.3,"$23,070,663"
Blue Chips,0.0,0,Drama,6.3,"$23,070,663"
Blue Sky,0.0,0,"Drama, Romance",6.4,"$3,359,465"
Blue Sky,0.0,0,"Drama, Romance",6.4,"$3,359,465"
Body Snatchers,428868.0,13000000,"Horror, Science Fiction, Thriller",6.0,"$428,868"
Body Snatchers,428868.0,13000000,"Horror, Science Fiction, Thriller",6.0,"$428,868"
Boxing Helena,1796389.0,0,"Drama, Romance",4.7,"$1,796,389"
Boxing Helena,1796389.0,0,"Drama, Romance",4.7,"$1,796,389"
Boxing Helena,1796389.0,0,"Drama, Romance",4.7,"$1,796,389"
A Bronx Tale,17287898.0,22000000,"Drama, Crime",7.8,"$17,287,898"
A Bronx Tale,17287898.0,22000000,"Drama, Crime",7.8,"$17,287,898"
Cabin Boy,3662459.0,0,Comedy,5.3,"$3,662,459"
Cabin Boy,3662459.0,0,Comedy,5.3,"$3,662,459"
Cabin Boy,3662459.0,0,Comedy,5.3,"$3,662,459"
Calendar Girl,2570145.0,13000000,"Drama, Comedy",5.1,"$2,570,550"
Calendar Girl,2570145.0,13000000,"Drama, Comedy",5.1,"$2,570,550"
Carlito's Way,36516012.0,30000000,"Action, Crime, Drama, Thriller",7.9,"$36,948,322"
Carlito's Way,36516012.0,30000000,"Action, Crime, Drama, Thriller",7.9,"$36,948,322"
Carlito's Way,36516012.0,30000000,"Action, Crime, Drama, Thriller",7.9,"$36,948,322"
City Slickers II: The Legend of Curly's Gold,0.0,0,"Action, Comedy, Drama, Western",5.6,"$43,622,150"
City Slickers II: The Legend of Curly's Gold,0.0,0,"Action, Comedy, Drama, Western",5.6,"$43,622,150"
Clean Slate,7355425.0,0,"Comedy, Thriller, Mystery",7.3,"$11,527"
Clean Slate,7355425.0,0,"Comedy, Thriller, Mystery",7.3,"$11,527"
Clean Slate,7355425.0,0,"Comedy, Thriller, Mystery",7.3,"$11,527"
Cliffhanger,255000211.0,70000000,"Action, Adventure, Thriller",6.5,"$84,049,211"
Cliffhanger,255000211.0,70000000,"Action, Adventure, Thriller",6.5,"$84,049,211"
Cliffhanger,255000211.0,70000000,"Action, Adventure, Thriller",6.5,"$84,049,211"
Coneheads,0.0,0,"Comedy, Science Fiction, Family",5.5,"$21,274,717"
Coneheads,0.0,0,"Comedy, Science Fiction, Family",5.5,"$21,274,717"
Color of Night,19726050.0,40000000,"Drama, Mystery, Romance, Thriller",5.2,"$19,726,050"
Color of Night,19726050.0,40000000,"Drama, Mystery, Romance, Thriller",5.2,"$19,726,050"
Color of Night,19726050.0,40000000,"Drama, Mystery, Romance, Thriller",5.2,"$19,726,050"
The Cowboy Way,0.0,0,"Western, Action, Comedy",5.9,"$20,280,016"
The Cowboy Way,0.0,0,"Western, Action, Comedy",5.9,"$20,280,016"
The Cowboy Way,0.0,0,"Western, Action, Comedy",5.9,"$20,280,016"
Dangerous Game,0.0,0,Drama,5.6,"$23,671"
Dave,63000000.0,0,Comedy,6.9,"$63,270,710"
Dave,63000000.0,0,Comedy,6.9,"$63,270,710"
Dazed and Confused,7993039.0,6900000,"Comedy, Drama",7.6,"$8,249,404"
Demolition Man,159055768.0,57000000,"Crime, Action, Science Fiction",6.7,"$58,055,768"
Demolition Man,159055768.0,57000000,"Crime, Action, Science Fiction",6.7,"$58,055,768"
Demolition Man,159055768.0,57000000,"Crime, Action, Science Fiction",6.7,"$58,055,768"
The Endless Summer 2,0.0,0,Documentary,7.6,"$2,155,385"
The Endless Summer 2,0.0,0,Documentary,7.6,"$2,155,385"
The Endless Summer 2,0.0,0,Documentary,7.6,"$2,155,385"
Even Cowgirls Get the Blues,0.0,8000000,"Western, Drama, Comedy, Romance",4.3,"$1,708,873"
Even Cowgirls Get the Blues,0.0,8000000,"Western, Drama, Comedy, Romance",4.3,"$1,708,873"
Even Cowgirls Get the Blues,0.0,8000000,"Western, Drama, Comedy, Romance",4.3,"$1,708,873"
Fatal Instinct,0.0,0,Comedy,5.7,"$7,839,327"
